reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
07;2021-03-27-2021-04-02;90;0;;0;;0;;0;;0;
07;2021-03-28-2021-04-03;09;0;;0;;0;;0;;0;
07;2021-03-28-2021-04-03;19;1;50;1;100;0;0;0;0;0;0
07;2021-03-28-2021-04-03;29;2;40;2;100;0;0;0;0;0;0
07;2021-03-28-2021-04-03;39;2;50;2;100;0;0;0;0;0;0
07;2021-03-28-2021-04-03;49;2;50;2;100;0;0;0;0;0;0
07;2021-03-28-2021-04-03;59;0;0;0;;0;;0;;0;
07;2021-03-28-2021-04-03;69;2;50;1;50;0;0;0;0;1;50
07;2021-03-28-2021-04-03;79;0;0;0;;0;;0;;0;
07;2021-03-28-2021-04-03;89;0;;0;;0;;0;;0;
07;2021-03-28-2021-04-03;90;0;;0;;0;;0;;0;
07;2021-03-29-2021-04-04;09;0;;0;;0;;0;;0;
07;2021-03-29-2021-04-04;19;1;50;1;100;0;0;0;0;0;0
07;2021-03-29-2021-04-04;29;2;40;2;100;0;0;0;0;0;0
07;2021-03-29-2021-04-04;39;2;50;2;100;0;0;0;0;0;0
07;2021-03-29-2021-04-04;49;2;50;2;100;0;0;0;0;0;0
07;2021-03-29-2021-04-04;59;0;0;0;;0;;0;;0;
07;2021-03-29-2021-04-04;69;2;50;1;50;0;0;0;0;1;50
07;2021-03-29-2021-04-04;79;0;0;0;;0;;0;;0;
07;2021-03-29-2021-04-04;89;0;;0;;0;;0;;0;
07;2021-03-29-2021-04-04;90;0;;0;;0;;0;;0;
07;2021-03-30-2021-04-05;09;0;;0;;0;;0;;0;
07;2021-03-30-2021-04-05;19;0;0;0;;0;;0;;0;
07;2021-03-30-2021-04-05;29;1;25;1;100;0;0;0;0;0;0
07;2021-03-30-2021-04-05;39;1;50;1;100;0;0;0;0;0;0
07;2021-03-30-2021-04-05;49;0;0;0;;0;;0;;0;
07;2021-03-30-2021-04-05;59;0;0;0;;0;;0;;0;
07;2021-03-30-2021-04-05;69;2;50;1;50;0;0;0;0;1;50
07;2021-03-30-2021-04-05;79;0;0;0;;0;;0;;0;
07;2021-03-30-2021-04-05;89;0;;0;;0;;0;;0;
07;2021-03-30-2021-04-05;90;0;;0;;0;;0;;0;
07;2021-03-31-2021-04-06;09;0;;0;;0;;0;;0;
07;2021-03-31-2021-04-06;19;1;50;1;100;0;0;0;0;0;0
07;2021-03-31-2021-04-06;29;1;20;1;100;0;0;0;0;0;0
07;2021-03-31-2021-04-06;39;1;33.3;1;100;0;0;0;0;0;0
07;2021-03-31-2021-04-06;49;0;0;0;;0;;0;;0;
07;2021-03-31-2021-04-06;59;0;0;0;;0;;0;;0;
07;2021-03-31-2021-04-06;69;1;20;1;100;0;0;0;0;0;0
07;2021-03-31-2021-04-06;79;0;;0;;0;;0;;0;
07;2021-03-31-2021-04-06;89;0;;0;;0;;0;;0;
07;2021-03-31-2021-04-06;90;0;;0;;0;;0;;0;
07;2021-04-01-2021-04-07;09;0;;0;;0;;0;;0;
07;2021-04-01-2021-04-07;19;1;50;1;100;0;0;0;0;0;0
07;2021-04-01-2021-04-07;29;1;14.3;1;100;0;0;0;0;0;0
07;2021-04-01-2021-04-07;39;1;25;1;100;0;0;0;0;0;0
07;2021-04-01-2021-04-07;49;0;0;0;;0;;0;;0;
07;2021-04-01-2021-04-07;59;0;0;0;;0;;0;;0;
07;2021-04-01-2021-04-07;69;1;14.3;1;100;0;0;0;0;0;0
07;2021-04-01-2021-04-07;79;0;0;0;;0;;0;;0;
07;2021-04-01-2021-04-07;89;0;;0;;0;;0;;0;
07;2021-04-01-2021-04-07;90;0;;0;;0;;0;;0;
07;2021-04-02-2021-04-08;09;0;;0;;0;;0;;0;
07;2021-04-02-2021-04-08;19;1;100;1;100;0;0;0;0;0;0
07;2021-04-02-2021-04-08;29;1;20;1;100;0;0;0;0;0;0
07;2021-04-02-2021-04-08;39;1;20;1;100;0;0;0;0;0;0
07;2021-04-02-2021-04-08;49;1;16.7;1;100;0;0;0;0;0;0
07;2021-04-02-2021-04-08;59;0;0;0;;0;;0;;0;
07;2021-04-02-2021-04-08;69;1;14.3;1;100;0;0;0;0;0;0
07;2021-04-02-2021-04-08;79;0;0;0;;0;;0;;0;
07;2021-04-02-2021-04-08;89;1;100;1;100;0;0;0;0;0;0
07;2021-04-02-2021-04-08;90;0;;0;;0;;0;;0;
07;2021-04-03-2021-04-09;09;0;;0;;0;;0;;0;
07;2021-04-03-2021-04-09;19;1;100;1;100;0;0;0;0;0;0
07;2021-04-03-2021-04-09;29;1;20;1;100;0;0;0;0;0;0
07;2021-04-03-2021-04-09;39;0;0;0;;0;;0;;0;
07;2021-04-03-2021-04-09;49;1;16.7;1;100;0;0;0;0;0;0
07;2021-04-03-2021-04-09;59;0;0;0;;0;;0;;0;
07;2021-04-03-2021-04-09;69;1;14.3;1;100;0;0;0;0;0;0
07;2021-04-03-2021-04-09;79;0;0;0;;0;;0;;0;
07;2021-04-03-2021-04-09;89;1;100;1;100;0;0;0;0;0;0
07;2021-04-03-2021-04-09;90;0;;0;;0;;0;;0;
07;2021-04-04-2021-04-10;09;0;;0;;0;;0;;0;
07;2021-04-04-2021-04-10;19;1;100;1;100;0;0;0;0;0;0
07;2021-04-04-2021-04-10;29;1;16.7;1;100;0;0;0;0;0;0
07;2021-04-04-2021-04-10;39;0;0;0;;0;;0;;0;
07;2021-04-04-2021-04-10;49;1;20;1;100;0;0;0;0;0;0
07;2021-04-04-2021-04-10;59;0;0;0;;0;;0;;0;
07;2021-04-04-2021-04-10;69;1;12.5;1;100;0;0;0;0;0;0
07;2021-04-04-2021-04-10;79;0;0;0;;0;;0;;0;
07;2021-04-04-2021-04-10;89;1;100;1;100;0;0;0;0;0;0
07;2021-04-04-2021-04-10;90;0;;0;;0;;0;;0;
07;2021-04-05-2021-04-11;09;0;;0;;0;;0;;0;
07;2021-04-05-2021-04-11;19;1;100;1;100;0;0;0;0;0;0
07;2021-04-05-2021-04-11;29;1;16.7;1;100;0;0;0;0;0;0
07;2021-04-05-2021-04-11;39;0;0;0;;0;;0;;0;
07;2021-04-05-2021-04-11;49;1;20;1;100;0;0;0;0;0;0
07;2021-04-05-2021-04-11;59;0;0;0;;0;;0;;0;
07;2021-04-05-2021-04-11;69;1;12.5;1;100;0;0;0;0;0;0
07;2021-04-05-2021-04-11;79;0;0;0;;0;;0;;0;
07;2021-04-05-2021-04-11;89;1;100;1;100;0;0;0;0;0;0
07;2021-04-05-2021-04-11;90;0;;0;;0;;0;;0;
07;2021-04-06-2021-04-12;09;0;;0;;0;;0;;0;
07;2021-04-06-2021-04-12;19;1;100;1;100;0;0;0;0;0;0
07;2021-04-06-2021-04-12;29;1;12.5;1;100;0;0;0;0;0;0
07;2021-04-06-2021-04-12;39;1;14.3;1;100;0;0;0;0;0;0
07;2021-04-06-2021-04-12;49;2;33.3;2;100;0;0;0;0;0;0
07;2021-04-06-2021-04-12;59;0;0;0;;0;;0;;0;
07;2021-04-06-2021-04-12;69;2;16.7;2;100;0;0;0;0;0;0
07;2021-04-06-2021-04-12;79;0;0;0;;0;;0;;0;
07;2021-04-06-2021-04-12;89;1;100;1;100;0;0;0;0;0;0
07;2021-04-06-2021-04-12;90;0;;0;;0;;0;;0;
07;2021-04-07-2021-04-13;09;0;;0;;0;;0;;0;
07;2021-04-07-2021-04-13;19;0;;0;;0;;0;;0;
07;2021-04-07-2021-04-13;29;0;0;0;;0;;0;;0;
07;2021-04-07-2021-04-13;39;1;20;1;100;0;0;0;0;0;0
07;2021-04-07-2021-04-13;49;2;66.7;2;100;0;0;0;0;0;0
07;2021-04-07-2021-04-13;59;0;0;0;;0;;0;;0;
07;2021-04-07-2021-04-13;69;2;20;2;100;0;0;0;0;0;0
07;2021-04-07-2021-04-13;79;0;0;0;;0;;0;;0;
07;2021-04-07-2021-04-13;89;1;100;1;100;0;0;0;0;0;0
07;2021-04-07-2021-04-13;90;0;;0;;0;;0;;0;
07;2021-04-08-2021-04-14;09;0;;0;;0;;0;;0;
07;2021-04-08-2021-04-14;19;0;;0;;0;;0;;0;
07;2021-04-08-2021-04-14;29;0;0;0;;0;;0;;0;
07;2021-04-08-2021-04-14;39;2;33.3;2;100;0;0;0;0;0;0
07;2021-04-08-2021-04-14;49;4;80;4;100;0;0;0;0;0;0
07;2021-04-08-2021-04-14;59;0;0;0;;0;;0;;0;
07;2021-04-08-2021-04-14;69;2;22.2;2;100;0;0;0;0;0;0
07;2021-04-08-2021-04-14;79;1;50;1;100;0;0;0;0;0;0
07;2021-04-08-2021-04-14;89;1;100;1;100;0;0;0;0;0;0
07;2021-04-08-2021-04-14;90;0;;0;;0;;0;;0;
07;2021-04-09-2021-04-15;09;0;;0;;0;;0;;0;
07;2021-04-09-2021-04-15;19;0;;0;;0;;0;;0;
07;2021-04-09-2021-04-15;29;0;0;0;;0;;0;;0;
07;2021-04-09-2021-04-15;39;2;33.3;2;100;0;0;0;0;0;0
07;2021-04-09-2021-04-15;49;3;100;3;100;0;0;0;0;0;0
07;2021-04-09-2021-04-15;59;0;0;0;;0;;0;;0;
07;2021-04-09-2021-04-15;69;1;16.7;1;100;0;0;0;0;0;0
07;2021-04-09-2021-04-15;79;1;50;1;100;0;0;0;0;0;0
07;2021-04-09-2021-04-15;89;0;;0;;0;;0;;0;
07;2021-04-09-2021-04-15;90;0;;0;;0;;0;;0;
07;2021-04-10-2021-04-16;09;0;;0;;0;;0;;0;
07;2021-04-10-2021-04-16;19;0;;0;;0;;0;;0;
07;2021-04-10-2021-04-16;29;0;0;0;;0;;0;;0;
07;2021-04-10-2021-04-16;39;2;33.3;2;100;0;0;0;0;0;0
07;2021-04-10-2021-04-16;49;3;100;3;100;0;0;0;0;0;0
07;2021-04-10-2021-04-16;59;1;10;1;100;0;0;0;0;0;0
07;2021-04-10-2021-04-16;69;1;16.7;1;100;0;0;0;0;0;0
07;2021-04-10-2021-04-16;79;1;50;1;100;0;0;0;0;0;0
07;2021-04-10-2021-04-16;89;0;;0;;0;;0;;0;
07;2021-04-10-2021-04-16;90;0;;0;;0;;0;;0;
07;2021-04-11-2021-04-17;09;0;;0;;0;;0;;0;
07;2021-04-11-2021-04-17;19;0;0;0;;0;;0;;0;
07;2021-04-11-2021-04-17;29;0;0;0;;0;;0;;0;
07;2021-04-11-2021-04-17;39;2;33.3;2;100;0;0;0;0;0;0
07;2021-04-11-2021-04-17;49;3;100;3;100;0;0;0;0;0;0
07;2021-04-11-2021-04-17;59;1;10;1;100;0;0;0;0;0;0
07;2021-04-11-2021-04-17;69;2;28.6;1;50;0;0;1;50;0;0
07;2021-04-11-2021-04-17;79;1;100;1;100;0;0;0;0;0;0
07;2021-04-11-2021-04-17;89;0;;0;;0;;0;;0;
07;2021-04-11-2021-04-17;90;0;;0;;0;;0;;0;
07;2021-04-12-2021-04-18;09;0;;0;;0;;0;;0;
07;2021-04-12-2021-04-18;19;0;0;0;;0;;0;;0;
07;2021-04-12-2021-04-18;29;0;0;0;;0;;0;;0;
07;2021-04-12-2021-04-18;39;2;33.3;2;100;0;0;0;0;0;0
07;2021-04-12-2021-04-18;49;3;100;3;100;0;0;0;0;0;0
07;2021-04-12-2021-04-18;59;1;14.3;1;100;0;0;0;0;0;0
07;2021-04-12-2021-04-18;69;2;28.6;1;50;0;0;1;50;0;0
07;2021-04-12-2021-04-18;79;1;100;1;100;0;0;0;0;0;0
07;2021-04-12-2021-04-18;89;0;;0;;0;;0;;0;
07;2021-04-12-2021-04-18;90;0;;0;;0;;0;;0;
07;2021-04-13-2021-04-19;09;0;;0;;0;;0;;0;
07;2021-04-13-2021-04-19;19;0;0;0;;0;;0;;0;
07;2021-04-13-2021-04-19;29;0;0;0;;0;;0;;0;
07;2021-04-13-2021-04-19;39;1;33.3;1;100;0;0;0;0;0;0
07;2021-04-13-2021-04-19;49;2;100;2;100;0;0;0;0;0;0
07;2021-04-13-2021-04-19;59;1;33.3;1;100;0;0;0;0;0;0
07;2021-04-13-2021-04-19;69;1;25;0;0;0;0;1;100;0;0
07;2021-04-13-2021-04-19;79;1;100;1;100;0;0;0;0;0;0
07;2021-04-13-2021-04-19;89;0;;0;;0;;0;;0;
07;2021-04-13-2021-04-19;90;0;;0;;0;;0;;0;
07;2021-04-14-2021-04-20;09;0;;0;;0;;0;;0;
07;2021-04-14-2021-04-20;19;0;0;0;;0;;0;;0;
07;2021-04-14-2021-04-20;29;0;0;0;;0;;0;;0;
07;2021-04-14-2021-04-20;39;1;33.3;1;100;0;0;0;0;0;0
07;2021-04-14-2021-04-20;49;2;100;2;100;0;0;0;0;0;0
07;2021-04-14-2021-04-20;59;1;50;1;100;0;0;0;0;0;0
07;2021-04-14-2021-04-20;69;1;25;0;0;0;0;1;100;0;0
07;2021-04-14-2021-04-20;79;1;100;1;100;0;0;0;0;0;0
07;2021-04-14-2021-04-20;89;0;;0;;0;;0;;0;
07;2021-04-14-2021-04-20;90;0;;0;;0;;0;;0;
07;2021-04-15-2021-04-21;09;0;;0;;0;;0;;0;
07;2021-04-15-2021-04-21;19;0;0;0;;0;;0;;0;
07;2021-04-15-2021-04-21;29;0;0;0;;0;;0;;0;
07;2021-04-15-2021-04-21;39;0;0;0;;0;;0;;0;
07;2021-04-15-2021-04-21;49;0;;0;;0;;0;;0;
07;2021-04-15-2021-04-21;59;1;33.3;1;100;0;0;0;0;0;0
07;2021-04-15-2021-04-21;69;1;33.3;0;0;0;0;1;100;0;0
07;2021-04-15-2021-04-21;79;0;0;0;;0;;0;;0;
07;2021-04-15-2021-04-21;89;0;;0;;0;;0;;0;
07;2021-04-15-2021-04-21;90;0;;0;;0;;0;;0;
07;2021-04-16-2021-04-22;09;0;;0;;0;;0;;0;
07;2021-04-16-2021-04-22;19;0;0;0;;0;;0;;0;
07;2021-04-16-2021-04-22;29;0;0;0;;0;;0;;0;
07;2021-04-16-2021-04-22;39;0;0;0;;0;;0;;0;
07;2021-04-16-2021-04-22;49;0;0;0;;0;;0;;0;
07;2021-04-16-2021-04-22;59;1;33.3;1;100;0;0;0;0;0;0
07;2021-04-16-2021-04-22;69;1;33.3;0;0;0;0;1;100;0;0
07;2021-04-16-2021-04-22;79;0;0;0;;0;;0;;0;
07;2021-04-16-2021-04-22;89;0;;0;;0;;0;;0;
07;2021-04-16-2021-04-22;90;0;;0;;0;;0;;0;
07;2021-04-17-2021-04-23;09;0;;0;;0;;0;;0;
07;2021-04-17-2021-04-23;19;0;0;0;;0;;0;;0;
07;2021-04-17-2021-04-23;29;0;0;0;;0;;0;;0;
07;2021-04-17-2021-04-23;39;0;0;0;;0;;0;;0;
07;2021-04-17-2021-04-23;49;0;0;0;;0;;0;;0;
07;2021-04-17-2021-04-23;59;0;0;0;;0;;0;;0;
07;2021-04-17-2021-04-23;69;1;33.3;0;0;0;0;1;100;0;0
07;2021-04-17-2021-04-23;79;0;0;0;;0;;0;;0;
07;2021-04-17-2021-04-23;89;0;;0;;0;;0;;0;
07;2021-04-17-2021-04-23;90;0;;0;;0;;0;;0;
07;2021-04-18-2021-04-24;09;0;;0;;0;;0;;0;
07;2021-04-18-2021-04-24;19;0;0;0;;0;;0;;0;
07;2021-04-18-2021-04-24;29;0;0;0;;0;;0;;0;
07;2021-04-18-2021-04-24;39;0;0;0;;0;;0;;0;
07;2021-04-18-2021-04-24;49;0;0;0;;0;;0;;0;
07;2021-04-18-2021-04-24;59;0;0;0;;0;;0;;0;
07;2021-04-18-2021-04-24;69;0;0;0;;0;;0;;0;
07;2021-04-18-2021-04-24;79;0;0;0;;0;;0;;0;
07;2021-04-18-2021-04-24;89;0;;0;;0;;0;;0;
07;2021-04-18-2021-04-24;90;0;;0;;0;;0;;0;
07;2021-04-19-2021-04-25;09;0;;0;;0;;0;;0;
07;2021-04-19-2021-04-25;19;0;0;0;;0;;0;;0;
07;2021-04-19-2021-04-25;29;0;0;0;;0;;0;;0;
07;2021-04-19-2021-04-25;39;0;0;0;;0;;0;;0;
07;2021-04-19-2021-04-25;49;0;0;0;;0;;0;;0;
07;2021-04-19-2021-04-25;59;0;0;0;;0;;0;;0;
07;2021-04-19-2021-04-25;69;0;0;0;;0;;0;;0;
07;2021-04-19-2021-04-25;79;0;0;0;;0;;0;;0;
07;2021-04-19-2021-04-25;89;0;;0;;0;;0;;0;
07;2021-04-19-2021-04-25;90;0;;0;;0;;0;;0;
07;2021-04-20-2021-04-26;09;0;;0;;0;;0;;0;
07;2021-04-20-2021-04-26;19;0;0;0;;0;;0;;0;
07;2021-04-20-2021-04-26;29;0;0;0;;0;;0;;0;
07;2021-04-20-2021-04-26;39;0;0;0;;0;;0;;0;
07;2021-04-20-2021-04-26;49;0;0;0;;0;;0;;0;
07;2021-04-20-2021-04-26;59;0;0;0;;0;;0;;0;
07;2021-04-20-2021-04-26;69;0;;0;;0;;0;;0;
07;2021-04-20-2021-04-26;79;0;0;0;;0;;0;;0;
07;2021-04-20-2021-04-26;89;0;;0;;0;;0;;0;
07;2021-04-20-2021-04-26;90;0;;0;;0;;0;;0;
07;2021-04-21-2021-04-27;09;0;;0;;0;;0;;0;
07;2021-04-21-2021-04-27;19;0;0;0;;0;;0;;0;
07;2021-04-21-2021-04-27;29;0;0;0;;0;;0;;0;
07;2021-04-21-2021-04-27;39;0;0;0;;0;;0;;0;
07;2021-04-21-2021-04-27;49;1;33.3;1;100;0;0;0;0;0;0
07;2021-04-21-2021-04-27;59;0;0;0;;0;;0;;0;
07;2021-04-21-2021-04-27;69;0;;0;;0;;0;;0;
07;2021-04-21-2021-04-27;79;0;0;0;;0;;0;;0;
07;2021-04-21-2021-04-27;89;0;;0;;0;;0;;0;
07;2021-04-21-2021-04-27;90;0;;0;;0;;0;;0;
07;2021-04-22-2021-04-28;09;0;;0;;0;;0;;0;
07;2021-04-22-2021-04-28;19;0;0;0;;0;;0;;0;
07;2021-04-22-2021-04-28;29;0;0;0;;0;;0;;0;
07;2021-04-22-2021-04-28;39;0;0;0;;0;;0;;0;
07;2021-04-22-2021-04-28;49;1;33.3;1;100;0;0;0;0;0;0
07;2021-04-22-2021-04-28;59;0;0;0;;0;;0;;0;
07;2021-04-22-2021-04-28;69;0;;0;;0;;0;;0;
07;2021-04-22-2021-04-28;79;0;;0;;0;;0;;0;
07;2021-04-22-2021-04-28;89;0;;0;;0;;0;;0;
07;2021-04-22-2021-04-28;90;0;;0;;0;;0;;0;
07;2021-04-23-2021-04-29;09;0;;0;;0;;0;;0;
07;2021-04-23-2021-04-29;19;0;0;0;;0;;0;;0;
07;2021-04-23-2021-04-29;29;0;0;0;;0;;0;;0;
07;2021-04-23-2021-04-29;39;0;0;0;;0;;0;;0;
07;2021-04-23-2021-04-29;49;1;50;1;100;0;0;0;0;0;0
07;2021-04-23-2021-04-29;59;0;0;0;;0;;0;;0;
07;2021-04-23-2021-04-29;69;0;;0;;0;;0;;0;
07;2021-04-23-2021-04-29;79;0;;0;;0;;0;;0;
07;2021-04-23-2021-04-29;89;0;;0;;0;;0;;0;
07;2021-04-23-2021-04-29;90;0;;0;;0;;0;;0;
07;2021-04-24-2021-04-30;09;0;;0;;0;;0;;0;
07;2021-04-24-2021-04-30;19;0;;0;;0;;0;;0;
07;2021-04-24-2021-04-30;29;0;0;0;;0;;0;;0;
07;2021-04-24-2021-04-30;39;0;0;0;;0;;0;;0;
07;2021-04-24-2021-04-30;49;1;100;1;100;0;0;0;0;0;0
07;2021-04-24-2021-04-30;59;0;0;0;;0;;0;;0;
07;2021-04-24-2021-04-30;69;0;;0;;0;;0;;0;
07;2021-04-24-2021-04-30;79;0;;0;;0;;0;;0;
07;2021-04-24-2021-04-30;89;0;;0;;0;;0;;0;
07;2021-04-24-2021-04-30;90;0;;0;;0;;0;;0;
07;2021-04-25-2021-05-01;09;0;;0;;0;;0;;0;
07;2021-04-25-2021-05-01;19;0;;0;;0;;0;;0;
07;2021-04-25-2021-05-01;29;0;0;0;;0;;0;;0;
07;2021-04-25-2021-05-01;39;0;0;0;;0;;0;;0;
07;2021-04-25-2021-05-01;49;1;100;1;100;0;0;0;0;0;0
07;2021-04-25-2021-05-01;59;0;0;0;;0;;0;;0;
07;2021-04-25-2021-05-01;69;0;;0;;0;;0;;0;
07;2021-04-25-2021-05-01;79;0;;0;;0;;0;;0;
07;2021-04-25-2021-05-01;89;0;;0;;0;;0;;0;
07;2021-04-25-2021-05-01;90;0;;0;;0;;0;;0;
07;2021-04-26-2021-05-02;09;0;;0;;0;;0;;0;
07;2021-04-26-2021-05-02;19;0;;0;;0;;0;;0;
07;2021-04-26-2021-05-02;29;0;0;0;;0;;0;;0;
07;2021-04-26-2021-05-02;39;0;0;0;;0;;0;;0;
07;2021-04-26-2021-05-02;49;1;100;1;100;0;0;0;0;0;0
07;2021-04-26-2021-05-02;59;0;0;0;;0;;0;;0;
07;2021-04-26-2021-05-02;69;0;;0;;0;;0;;0;
07;2021-04-26-2021-05-02;79;0;;0;;0;;0;;0;
07;2021-04-26-2021-05-02;89;0;;0;;0;;0;;0;
07;2021-04-26-2021-05-02;90;0;;0;;0;;0;;0;
07;2021-04-27-2021-05-03;09;0;;0;;0;;0;;0;
07;2021-04-27-2021-05-03;19;0;0;0;;0;;0;;0;
07;2021-04-27-2021-05-03;29;0;0;0;;0;;0;;0;
07;2021-04-27-2021-05-03;39;0;0;0;;0;;0;;0;
07;2021-04-27-2021-05-03;49;1;33.3;1;100;0;0;0;0;0;0
07;2021-04-27-2021-05-03;59;0;0;0;;0;;0;;0;
07;2021-04-27-2021-05-03;69;0;;0;;0;;0;;0;
07;2021-04-27-2021-05-03;79;0;;0;;0;;0;;0;
07;2021-04-27-2021-05-03;89;0;;0;;0;;0;;0;
07;2021-04-27-2021-05-03;90;0;;0;;0;;0;;0;
07;2021-04-28-2021-05-04;09;0;;0;;0;;0;;0;
07;2021-04-28-2021-05-04;19;0;0;0;;0;;0;;0;
07;2021-04-28-2021-05-04;29;0;0;0;;0;;0;;0;
07;2021-04-28-2021-05-04;39;0;0;0;;0;;0;;0;
07;2021-04-28-2021-05-04;49;0;0;0;;0;;0;;0;
07;2021-04-28-2021-05-04;59;0;0;0;;0;;0;;0;
07;2021-04-28-2021-05-04;69;0;0;0;;0;;0;;0;
07;2021-04-28-2021-05-04;79;0;;0;;0;;0;;0;
07;2021-04-28-2021-05-04;89;0;0;0;;0;;0;;0;
07;2021-04-28-2021-05-04;90;0;;0;;0;;0;;0;
07;2021-04-29-2021-05-05;09;0;;0;;0;;0;;0;
07;2021-04-29-2021-05-05;19;0;0;0;;0;;0;;0;
07;2021-04-29-2021-05-05;29;2;40;2;100;0;0;0;0;0;0
07;2021-04-29-2021-05-05;39;0;0;0;;0;;0;;0;
07;2021-04-29-2021-05-05;49;0;0;0;;0;;0;;0;
07;2021-04-29-2021-05-05;59;0;0;0;;0;;0;;0;
07;2021-04-29-2021-05-05;69;0;0;0;;0;;0;;0;
07;2021-04-29-2021-05-05;79;0;0;0;;0;;0;;0;
07;2021-04-29-2021-05-05;89;0;0;0;;0;;0;;0;
07;2021-04-29-2021-05-05;90;0;;0;;0;;0;;0;
07;2021-04-30-2021-05-06;09;0;;0;;0;;0;;0;
07;2021-04-30-2021-05-06;19;0;0;0;;0;;0;;0;
07;2021-04-30-2021-05-06;29;2;40;2;100;0;0;0;0;0;0
07;2021-04-30-2021-05-06;39;0;0;0;;0;;0;;0;
07;2021-04-30-2021-05-06;49;0;0;0;;0;;0;;0;
07;2021-04-30-2021-05-06;59;1;50;1;100;0;0;0;0;0;0
07;2021-04-30-2021-05-06;69;0;0;0;;0;;0;;0;
07;2021-04-30-2021-05-06;79;0;0;0;;0;;0;;0;
07;2021-04-30-2021-05-06;89;0;0;0;;0;;0;;0;
07;2021-04-30-2021-05-06;90;0;;0;;0;;0;;0;
07;2021-05-01-2021-05-07;09;0;;0;;0;;0;;0;
07;2021-05-01-2021-05-07;19;0;0;0;;0;;0;;0;
07;2021-05-01-2021-05-07;29;2;50;2;100;0;0;0;0;0;0
07;2021-05-01-2021-05-07;39;0;;0;;0;;0;;0;
07;2021-05-01-2021-05-07;49;1;20;0;0;0;0;1;100;0;0
07;2021-05-01-2021-05-07;59;1;25;1;100;0;0;0;0;0;0
07;2021-05-01-2021-05-07;69;0;0;0;;0;;0;;0;
07;2021-05-01-2021-05-07;79;0;0;0;;0;;0;;0;
07;2021-05-01-2021-05-07;89;0;0;0;;0;;0;;0;
07;2021-05-01-2021-05-07;90;0;;0;;0;;0;;0;
07;2021-05-02-2021-05-08;09;0;;0;;0;;0;;0;
07;2021-05-02-2021-05-08;19;0;0;0;;0;;0;;0;
07;2021-05-02-2021-05-08;29;2;50;2;100;0;0;0;0;0;0
07;2021-05-02-2021-05-08;39;0;;0;;0;;0;;0;
07;2021-05-02-2021-05-08;49;1;20;0;0;0;0;1;100;0;0
07;2021-05-02-2021-05-08;59;1;25;1;100;0;0;0;0;0;0
07;2021-05-02-2021-05-08;69;0;0;0;;0;;0;;0;
07;2021-05-02-2021-05-08;79;0;0;0;;0;;0;;0;
07;2021-05-02-2021-05-08;89;0;0;0;;0;;0;;0;
07;2021-05-02-2021-05-08;90;0;;0;;0;;0;;0;
07;2021-05-03-2021-05-09;09;0;;0;;0;;0;;0;
07;2021-05-03-2021-05-09;19;0;0;0;;0;;0;;0;
07;2021-05-03-2021-05-09;29;2;50;2;100;0;0;0;0;0;0
07;2021-05-03-2021-05-09;39;0;;0;;0;;0;;0;
07;2021-05-03-2021-05-09;49;1;20;0;0;0;0;1;100;0;0
07;2021-05-03-2021-05-09;59;1;25;1;100;0;0;0;0;0;0
07;2021-05-03-2021-05-09;69;0;0;0;;0;;0;;0;
07;2021-05-03-2021-05-09;79;0;0;0;;0;;0;;0;
07;2021-05-03-2021-05-09;89;0;0;0;;0;;0;;0;
07;2021-05-03-2021-05-09;90;0;;0;;0;;0;;0;
07;2021-05-04-2021-05-10;09;1;100;1;100;0;0;0;0;0;0
07;2021-05-04-2021-05-10;19;0;0;0;;0;;0;;0;
07;2021-05-04-2021-05-10;29;2;66.7;2;100;0;0;0;0;0;0
07;2021-05-04-2021-05-10;39;0;;0;;0;;0;;0;
07;2021-05-04-2021-05-10;49;1;25;0;0;0;0;1;100;0;0
07;2021-05-04-2021-05-10;59;3;50;3;100;0;0;0;0;0;0
07;2021-05-04-2021-05-10;69;0;0;0;;0;;0;;0;
07;2021-05-04-2021-05-10;79;0;0;0;;0;;0;;0;
07;2021-05-04-2021-05-10;89;0;0;0;;0;;0;;0;
07;2021-05-04-2021-05-10;90;0;;0;;0;;0;;0;
07;2021-05-05-2021-05-11;09;1;100;1;100;0;0;0;0;0;0
07;2021-05-05-2021-05-11;19;0;0;0;;0;;0;;0;
07;2021-05-05-2021-05-11;29;2;66.7;2;100;0;0;0;0;0;0
07;2021-05-05-2021-05-11;39;0;;0;;0;;0;;0;
07;2021-05-05-2021-05-11;49;1;33.3;0;0;0;0;1;100;0;0
07;2021-05-05-2021-05-11;59;3;60;3;100;0;0;0;0;0;0
07;2021-05-05-2021-05-11;69;0;0;0;;0;;0;;0;
07;2021-05-05-2021-05-11;79;0;0;0;;0;;0;;0;
07;2021-05-05-2021-05-11;89;0;;0;;0;;0;;0;
07;2021-05-05-2021-05-11;90;0;;0;;0;;0;;0;
07;2021-05-06-2021-05-12;09;1;100;1;100;0;0;0;0;0;0
07;2021-05-06-2021-05-12;19;0;0;0;;0;;0;;0;
07;2021-05-06-2021-05-12;29;0;0;0;;0;;0;;0;
